bearing_id,snapshot_idx,anomaly_score,rul_score,top_feature_1,top_feature_2,top_feature_3,probable_fault,rca_context
b2_ch1,8,0.046292030512059434,1.0,Kurtosis,Dominant frequency (Hz),Skewness,impulsive fault (spalling / cracking),"Bearing: b2_ch1
Snapshot index: 8
Anomaly score: 0.0463
RUL score: 1.0000 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Kurtosis: -1.3245 (↓ toward normal)
  - Dominant frequency (Hz): -1.1519 (↓ toward normal)
  - Skewness: -0.7103 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - RMS vibration: -0.0002 (↓ reduces RUL)
  - Spectral bandwidth (Hz): -0.0002 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0001 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (spalling / cracking)"
b2_ch1,24,0.002078968510084378,1.0,Impulse factor,Margin factor,Crest factor,early-stage damage,"Bearing: b2_ch1
Snapshot index: 24
Anomaly score: 0.0021
RUL score: 1.0000 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Impulse factor: -0.9135 (↓ toward normal)
  - Margin factor: -0.8262 (↓ toward normal)
  - Crest factor: -0.8091 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): -0.0001 (↓ reduces RUL)
  - High-freq energy ratio: -0.0001 (↓ reduces RUL)
  - Kurtosis: -0.0000 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: early-stage damage"
b2_ch1,86,0.050077796382205886,0.8514001369476318,Impulse factor,Crest factor,Peak-to-peak amplitude,impulsive fault (early stage),"Bearing: b2_ch1
Snapshot index: 86
Anomaly score: 0.0501
RUL score: 0.8514 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Impulse factor: -1.3307 (↓ toward normal)
  - Crest factor: -1.2141 (↓ toward normal)
  - Peak-to-peak amplitude: -1.2103 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Peak-to-peak amplitude: -0.0000 (↓ reduces RUL)
  - BPFI band energy (inner race): -0.0000 (↓ reduces RUL)
  - Kurtosis: +0.0000 (↑ increases RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (early stage)"
b2_ch1,156,0.006419943523523264,0.8543618321418762,High-freq energy ratio,Spectral bandwidth (Hz),Peak-to-peak amplitude,undetermined — review sensor data,"Bearing: b2_ch1
Snapshot index: 156
Anomaly score: 0.0064
RUL score: 0.8544 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - High-freq energy ratio: -0.9472 (↓ toward normal)
  - Spectral bandwidth (Hz): -0.8676 (↓ toward normal)
  - Peak-to-peak amplitude: -0.7133 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral centroid (Hz): +0.0000 (↑ increases RUL)
  - RMS vibration: -0.0000 (↓ reduces RUL)
  - High-freq energy ratio: +0.0000 (↑ increases RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: undetermined — review sensor data"
b2_ch1,321,0.018968498490282926,0.8280960321426392,Impulse factor,Crest factor,Margin factor,impulsive fault (early stage),"Bearing: b2_ch1
Snapshot index: 321
Anomaly score: 0.0190
RUL score: 0.8281 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Impulse factor: -0.7228 (↓ toward normal)
  - Crest factor: -0.6694 (↓ toward normal)
  - Margin factor: -0.5488 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - RMS vibration: -0.0003 (↓ reduces RUL)
  - Peak-to-peak amplitude: -0.0002 (↓ reduces RUL)
  - Kurtosis: -0.0001 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (early stage)"
b2_ch1,601,0.000781732622435749,0.4325855076313019,Dominant frequency (Hz),Shape factor,Spectral bandwidth (Hz),undetermined — review sensor data,"Bearing: b2_ch1
Snapshot index: 601
Anomaly score: 0.0008
RUL score: 0.4326 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -1.0771 (↓ toward normal)
  - Shape factor: -0.9361 (↓ toward normal)
  - Spectral bandwidth (Hz): -0.6231 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral bandwidth (Hz): -0.0049 (↓ reduces RUL)
  - RMS vibration: -0.0032 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0031 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: undetermined — review sensor data"
b2_ch1,657,0.020645956769932194,0.3286031484603882,Impulse factor,Crest factor,Margin factor,impulsive fault (early stage),"Bearing: b2_ch1
Snapshot index: 657
Anomaly score: 0.0206
RUL score: 0.3286 (NORMAL)

Top anomaly drivers (Isolation Forest SHAP):
  - Impulse factor: -0.8398 (↓ toward normal)
  - Crest factor: -0.8082 (↓ toward normal)
  - Margin factor: -0.7950 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral bandwidth (Hz): -0.0067 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0033 (↓ reduces RUL)
  - RMS vibration: -0.0031 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: impulsive fault (early stage)"
b2_ch1,711,0.06845861677566312,0.2530600130558014,Dominant frequency (Hz),Shape factor,RMS vibration,undetermined — review sensor data,"Bearing: b2_ch1
Snapshot index: 711
Anomaly score: 0.0685
RUL score: 0.2531 (WARNING)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -1.1195 (↓ toward normal)
  - Shape factor: -0.8381 (↓ toward normal)
  - RMS vibration: -0.6294 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral bandwidth (Hz): -0.0107 (↓ reduces RUL)
  - High-freq energy ratio: -0.0043 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0042 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: undetermined — review sensor data"
b2_ch1,718,0.053511996241495274,0.19002987444400787,Dominant frequency (Hz),Spectral bandwidth (Hz),RMS vibration,undetermined — review sensor data,"Bearing: b2_ch1
Snapshot index: 718
Anomaly score: 0.0535
RUL score: 0.1900 (WARNING)

Top anomaly drivers (Isolation Forest SHAP):
  - Dominant frequency (Hz): -0.8842 (↓ toward normal)
  - Spectral bandwidth (Hz): -0.6091 (↓ toward normal)
  - RMS vibration: -0.4819 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral bandwidth (Hz): -0.0089 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0044 (↓ reduces RUL)
  - High-freq energy ratio: -0.0039 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: undetermined — review sensor data"
b2_ch1,720,0.004577256152823006,0.1867760717868805,Peak-to-peak amplitude,Spectral bandwidth (Hz),BSF band energy (ball fault),rolling element (ball) fault,"Bearing: b2_ch1
Snapshot index: 720
Anomaly score: 0.0046
RUL score: 0.1868 (WARNING)

Top anomaly drivers (Isolation Forest SHAP):
  - Peak-to-peak amplitude: -0.7561 (↓ toward normal)
  - Spectral bandwidth (Hz): -0.6724 (↓ toward normal)
  - BSF band energy (ball fault): -0.6393 (↓ toward normal)

Top RUL drivers (LSTM SHAP):
  - Spectral bandwidth (Hz): -0.0072 (↓ reduces RUL)
  - Spectral centroid (Hz): -0.0032 (↓ reduces RUL)
  - High-freq energy ratio: -0.0030 (↓ reduces RUL)

CNN Autoencoder: no spectrogram image provided for this snapshot.

Probable fault type: rolling element (ball) fault"
